TOWN_ID,TOWN,VMT_SOV_AM,VMT_SOV_MD,VMT_SOV_PM,VMT_SOV_NT,VMT_HOV_AM,VMT_HOV_MD,VMT_HOV_PM,VMT_HOV_NT,VMT_TRK_AM,VMT_TRK_MD,VMT_TRK_PM,VMT_TRK_NT,VMT_TOTAL,VHT_SOV_AM,VHT_SOV_MD,VHT_SOV_PM,VHT_SOV_NT,VHT_HOV_AM,VHT_HOV_MD,VHT_HOV_PM,VHT_HOV_NT,VHT_TRK_AM,VHT_TRK_MD,VHT_TRK_PM,VHT_TRK_NT,VHT_TOTAL,VOC_SOV_AM,VOC_SOV_MD,VOC_SOV_PM,VOC_SOV_NT,VOC_HOV_AM,VOC_HOV_MD,VOC_HOV_PM,VOC_HOV_NT,VOC_TRK_AM,VOC_TRK_MD,VOC_TRK_PM,VOC_TRK_NT,VOC_TOTAL,NOX_SOV_AM,NOX_SOV_MD,NOX_SOV_PM,NOX_SOV_NT,NOX_HOV_AM,NOX_HOV_MD,NOX_HOV_PM,NOX_HOV_NT,NOX_TRK_AM,NOX_TRK_MD,NOX_TRK_PM,NOX_TRK_NT,NOX_TOTAL,CO_SOV_AM,CO_SOV_MD,CO_SOV_PM,CO_SOV_NT,CO_HOV_AM,CO_HOV_MD,CO_HOV_PM,CO_HOV_NT,CO_TRK_AM,CO_TRK_MD,CO_TRK_PM,CO_TRK_NT,CO_TOTAL,CO2_SOV_AM,CO2_SOV_MD,CO2_SOV_PM,CO2_SOV_NT,CO2_HOV_AM,CO2_HOV_MD,CO2_HOV_PM,CO2_HOV_NT,CO2_TRK_AM,CO2_TRK_MD,CO2_TRK_PM,CO2_TRK_NT,CO2_TOTAL
40,BRAINTREE,151763,267397,185333,166811,29926,97121,44107,46631,42394,91842,43210,45621,1212155,7196,10419,11283,3727,1303,3782,2468,1037,1751,3526,2264,1037,49793,16,26,24,12,3,10,5,3,13,27,16,9,163,60,102,76,62,12,37,18,17,95,200,106,82,868,413,864,801,373,78,314,184,104,166,434,249,146,4128,72588,123225,110169,60762,13672,44736,25040,16980,30890,69363,38658,26516,632598
46,BROOKLINE,92562,183836,110839,98533,17520,69560,26537,27539,17528,37611,17854,16903,716823,3930,8012,5022,3319,725,3013,1177,928,726,1614,786,585,29837,9,19,12,9,2,7,3,2,5,12,6,4,92,36,73,44,37,7,27,11,10,40,86,42,35,448,243,636,438,244,45,240,104,68,71,190,100,65,2444,41757,90177,57224,40242,7827,34013,13550,11280,12895,30186,15019,11539,365709
48,BURLINGTON,146782,267606,173594,157492,21881,92032,34403,41417,40616,89932,41995,44450,1152200,4356,8542,5755,3469,645,2963,1154,916,1113,2582,1284,954,33733,12,23,16,11,2,8,3,3,9,21,10,8,126,55,100,65,59,8,35,13,16,78,175,84,79,768,334,801,590,357,50,276,117,94,134,373,197,141,3462,57741,114108,77427,57752,8579,39386,15436,15211,25032,59968,29622,25597,525860
49,CAMBRIDGE,127253,302458,174509,118784,24881,114150,42955,34626,37964,79666,39443,33774,1130463,5348,14321,8266,4660,1058,5402,2027,1371,1722,4065,1955,1422,51617,13,33,20,11,3,13,5,3,13,29,14,10,167,50,121,70,45,10,46,17,13,90,198,97,76,832,333,1086,703,314,66,410,173,92,163,441,236,143,4160,57167,153331,91582,51640,11303,57907,22552,15109,29336,69687,35186,25153,619954
50,CANTON,159886,240743,173846,157354,28199,81235,38689,43163,40324,94068,43356,44746,1145609,6456,8335,8045,3481,1111,2863,1742,950,1463,3085,1778,990,40299,16,22,18,11,3,7,4,3,11,24,13,8,141,62,92,68,61,11,31,15,17,87,191,94,82,813,411,750,652,372,72,255,144,101,150,411,223,148,3688,73327,106326,87093,58709,12807,36165,19174,16048,28242,65801,33840,26432,563963
51,CARLISLE,21575,36949,27506,13385,3523,12778,5494,3283,3361,5707,3421,1226,138208,772,1235,1014,428,125,428,201,105,116,188,123,40,4775,2,3,3,1,0,1,1,0,1,2,1,0,15,8,14,10,5,1,5,2,1,7,12,7,2,75,52,112,98,33,8,39,20,8,13,26,18,5,431,8928,15733,12707,5356,1456,5441,2531,1312,2276,4024,2601,812,63177
57,CHELSEA,35477,71789,43646,36427,5964,24360,9402,9030,10586,24667,11657,8122,291128,1043,2383,1388,1126,181,804,306,291,326,779,368,265,9260,3,6,4,3,1,2,1,1,3,6,3,2,34,13,27,16,14,2,9,4,4,21,49,23,17,200,79,217,145,88,13,73,32,22,37,106,55,30,898,13714,30918,18915,14613,2475,10698,4305,4327,6802,16950,8270,5433,137420
65,COHASSET,10905,29372,15939,13450,1919,10272,3474,3774,2624,6015,2781,2440,102965,324,940,509,375,56,328,110,104,79,193,87,70,3174,1,3,1,1,0,1,0,0,1,2,1,1,11,4,11,6,5,1,4,1,1,5,12,6,5,60,24,87,53,31,4,31,12,9,9,26,13,9,308,4188,12301,6907,5160,737,4297,1503,1447,1661,4177,1981,1540,45900
67,CONCORD,89802,145102,101687,81046,15540,49244,22386,21261,17531,34839,17796,16033,612266,4133,5476,4793,2250,688,1856,1023,586,769,1315,814,433,24137,9,14,11,6,2,5,2,2,5,10,6,3,74,35,55,40,30,6,19,9,8,40,74,40,30,384,235,455,387,186,40,154,84,49,70,159,96,54,1969,41099,65103,51361,30963,7012,22110,11202,8155,12898,25539,14552,9849,299844
71,DANVERS,126098,240195,144244,124206,21442,82366,31894,35936,33220,71739,35159,32593,979093,3143,7434,4036,2781,547,2578,905,813,849,2080,969,728,26862,9,21,12,9,2,7,3,3,7,17,8,6,103,48,92,55,47,8,32,12,14,63,142,69,59,640,280,733,483,284,48,252,107,82,108,307,163,106,2953,47205,101726,61136,45805,8080,34997,13568,13272,20093,48514,24049,19137,437582
73,DEDHAM,152087,239333,173359,127723,24700,82143,36254,34941,37852,80808,39262,33557,1062019,5083,7781,6614,2815,818,2701,1386,781,1118,2358,1310,709,33474,13,21,17,9,2,7,4,2,9,19,10,6,120,58,90,67,48,9,31,14,13,74,158,81,59,701,358,719,628,285,58,248,131,78,128,334,191,105,3264,62357,102589,82407,46430,10085,35351,17255,12740,23978,53937,28725,19071,494925
78,DOVER,29919,38425,36435,13701,5591,13915,7815,4422,5106,9811,5506,2136,172782,1154,1232,1448,405,210,446,304,131,185,308,205,63,6090,3,3,4,1,1,1,1,0,1,2,2,1,20,11,14,14,5,2,5,3,2,11,20,12,4,103,74,115,135,32,14,42,29,10,19,43,29,8,549,12901,16099,17464,5338,2390,5827,3700,1718,3517,6724,4254,1361,81294
92,ESSEX,10621,20512,12727,9745,1532,6823,2654,2491,2303,4792,2404,1894,78497,322,639,403,287,46,212,84,73,69,143,75,55,2408,1,2,1,1,0,1,0,0,1,1,1,0,8,4,8,5,4,1,3,1,1,5,9,5,4,47,24,61,42,23,3,20,9,6,8,20,11,7,236,4114,8508,5458,3796,594,2829,1139,968,1469,3218,1696,1196,34984
93,EVERETT,38164,82615,48375,47845,5531,24787,9588,12326,10103,22051,10814,11990,324191,1462,3274,1922,1587,212,1002,390,411,401,908,451,426,12445,4,8,5,4,1,3,1,1,3,7,3,3,43,15,32,19,18,2,10,4,5,22,50,25,25,225,96,272,180,119,14,83,36,31,40,110,59,47,1086,16463,38415,23340,19505,2500,11780,4793,5278,7306,17334,8856,8285,163856
99,FOXBOROUGH,163844,237410,164727,159816,29137,79103,39714,43858,44067,102271,49414,51432,1164792,4500,5543,4354,2894,795,1883,1036,807,1153,2206,1232,904,27305,13,18,13,11,2,6,3,3,9,19,10,8,117,61,89,61,67,11,29,15,18,84,184,91,95,804,364,655,520,402,64,219,124,110,144,386,213,174,3377,61928,91634,66941,59184,10990,30650,16057,16265,26757,61934,31789,30038,504167
100,FRAMINGHAM,277199,430586,285218,259293,53196,155048,73760,77170,58802,133963,64162,65951,1934348,9308,12999,9452,5809,1763,4756,2386,1746,1993,3923,2096,1498,57730,24,37,26,19,5,13,7,6,15,32,17,13,212,104,162,107,100,20,58,28,30,121,263,132,122,1247,656,1273,973,605,125,460,249,180,213,562,312,219,5829,113194,179932,127281,96069,21604,65112,32593,28666,39284,89987,46777,39220,879721
101,FRANKLIN,108377,180877,130094,101199,18607,58135,27118,27292,33083,73536,37383,29908,825608,2668,4635,3462,2259,481,1556,757,631,795,1704,960,647,20554,8,15,11,8,1,5,2,2,7,15,8,6,86,42,70,50,41,7,22,10,11,63,139,71,56,583,249,542,427,252,43,175,90,68,108,300,167,104,2524,41057,73058,54000,38333,7109,23695,11393,10380,19944,46699,24732,18048,368448
107,GLOUCESTER,51540,119363,67147,58638,9635,42050,15076,16793,13690,29858,14304,12131,450225,1299,3498,1886,1451,247,1241,431,413,336,774,381,285,12241,4,10,6,4,1,4,1,1,3,6,3,2,45,19,45,25,22,4,16,6,6,25,56,27,22,272,110,350,214,134,21,124,48,38,43,119,63,40,1305,19085,49361,27926,21982,3588,17431,6319,6293,8096,19079,9493,7172,195825
119,HAMILTON,10732,30287,16390,14209,2014,10114,3445,3815,2093,4469,2241,1776,101585,308,903,483,407,59,302,103,109,59,129,65,49,2977,1,3,1,1,0,1,0,0,0,1,1,0,10,4,11,6,5,1,4,1,1,4,9,4,3,54,24,88,53,33,4,29,11,9,7,19,10,6,293,4085,12378,6872,5486,777,4138,1452,1479,1290,2953,1527,1104,43539
131,HINGHAM,65798,136557,85553,70767,11061,47120,18235,19351,16866,36941,17529,16863,542641,2117,4946,3188,1779,348,1714,663,480,522,1371,620,421,18170,5,13,8,5,1,4,2,1,4,11,5,3,64,24,51,33,26,4,18,7,7,34,80,37,31,353,151,432,310,162,25,149,65,44,59,175,89,57,1720,25948,60798,40076,26530,4337,21028,8442,7242,10842,27669,13247,10163,256322
133,HOLBROOK,24343,51511,32312,25780,4492,17945,7331,6945,7001,13807,6821,5871,204159,846,1848,1385,671,153,643,305,179,238,497,283,154,7203,2,5,3,2,0,2,1,1,2,4,2,1,25,9,20,13,9,2,7,3,3,15,30,15,11,135,58,162,123,58,11,56,27,15,26,65,37,20,658,10027,23015,16167,9648,1834,8010,3609,2591,4714,10250,5547,3560,98974
136,HOLLISTON,36699,55603,43788,27911,6752,19847,9696,8189,7968,15162,8146,6550,246312,1353,1850,1619,841,246,659,355,245,287,506,295,197,8453,3,5,4,2,1,2,1,1,2,4,2,2,29,14,21,17,10,3,7,4,3,17,31,17,13,156,90,168,156,66,16,60,34,19,30,68,42,24,773,15441,23805,20286,10945,2823,8494,4470,3197,5485,10761,6205,4217,116128
139,HOPKINTON,173594,228170,186884,153479,28686,71586,38857,41017,46302,106035,53608,47267,1175484,4785,5733,5700,2957,817,1874,1210,808,1202,2507,1563,888,30043,14,18,16,11,2,6,3,3,10,21,12,8,124,67,89,71,63,11,28,15,17,88,198,104,87,837,395,673,624,378,66,213,131,101,151,424,246,159,3561,67429,92100,80447,56790,11259,29195,16881,15212,28209,67002,36674,27697,528894
141,HUDSON,34195,71737,44875,33499,6368,24507,10397,9302,10559,21619,11085,9209,287352,1018,2270,1408,938,195,794,335,269,319,641,341,258,8786,3,6,4,3,1,2,1,1,3,5,3,2,33,13,27,17,13,2,9,4,4,21,43,22,18,194,79,217,150,82,15,74,35,23,37,94,53,34,892,13376,30311,19355,13131,2508,10418,4525,3674,6816,14773,7843,5907,132637
142,HULL,8065,20899,12160,10046,1683,7409,2870,2975,1147,2268,1302,1170,71993,252,668,409,299,52,236,95,88,35,72,42,35,2282,1,2,1,1,0,1,0,0,0,1,0,0,7,3,8,4,4,1,3,1,1,2,4,3,2,36,18,62,42,24,4,22,10,7,4,10,6,4,212,3151,8717,5341,3900,652,3088,1250,1152,727,1544,929,740,31191
144,IPSWICH,24794,58292,32221,25616,4140,20361,7110,7468,6312,13450,6615,5278,211657,761,1938,1040,733,127,679,232,213,196,439,213,149,6719,2,5,3,2,0,2,1,1,2,4,2,1,24,9,22,12,9,2,8,3,3,13,27,13,10,130,56,176,108,60,9,62,24,17,22,59,32,18,644,9651,24978,14071,9910,1615,8744,3124,2881,4042,9428,4766,3301,96509
155,LEXINGTON,230897,383611,269678,198660,36681,135014,55060,53896,56713,124323,59127,49674,1653333,6207,10849,8460,4204,997,3863,1761,1152,1462,3149,1729,1011,44844,17,31,24,14,3,11,5,4,12,26,14,9,170,86,143,100,75,14,50,21,20,106,232,115,87,1049,503,1101,897,441,80,389,185,120,181,488,271,154,4811,87317,156618,117550,71840,13923,55374,24228,19526,34008,78817,40795,28063,728058
157,LINCOLN,63669,97189,75426,44676,10841,33498,15990,12017,11297,23323,12121,8384,408433,2868,3540,3692,1191,471,1218,754,318,479,851,555,219,16155,6,9,8,3,1,3,2,1,3,6,4,2,49,25,36,30,16,4,13,6,4,25,49,28,16,252,166,302,294,101,28,104,61,27,45,106,66,28,1328,29114,42465,38921,16860,4923,14691,8141,4541,8230,16868,10019,5094,199868
158,LITTLETON,108953,150885,118903,97900,16865,44340,22858,24293,29097,67287,32783,28131,742294,2553,3412,2938,1861,409,1064,590,480,693,1436,808,533,16777,8,11,9,7,1,3,2,2,6,13,7,5,73,41,58,44,39,6,17,8,10,53,123,61,51,512,236,434,371,235,37,128,72,58,92,263,142,91,2157,39961,58485,47608,35821,6227,17366,9257,8896,17087,41186,21137,16162,319193
163,LYNN,74443,161722,99995,82471,16084,61142,23969,25565,22347,48079,23422,20823,660062,2389,5691,3915,2046,507,2154,907,639,713,1708,893,537,22101,6,15,10,6,1,6,2,2,6,13,7,4,78,28,61,38,30,6,23,9,9,45,101,50,39,440,172,501,361,184,37,189,86,57,79,219,120,69,2074,29776,71200,47365,30548,6356,26970,11221,9510,14563,34907,18032,12565,313013
164,LYNNFIELD,72572,127336,84538,72937,11773,43830,16742,20657,20669,46468,21857,20155,559533,2238,4004,3033,1586,359,1404,607,455,586,1334,713,412,16729,6,11,8,5,1,4,2,1,5,11,5,4,62,27,48,32,28,4,16,6,8,40,90,44,35,378,165,378,289,164,27,131,58,47,68,191,103,63,1683,28663,53840,38115,26662,4644,18662,7612,7595,12780,30803,15491,11421,256288
165,MALDEN,45162,101144,58857,52010,8796,37623,14032,15290,12319,24989,12366,12237,394825,1630,4019,2316,1627,319,1497,554,479,446,967,483,389,14726,4,10,6,4,1,4,1,1,3,7,4,3,49,17,39,23,19,3,15,5,6,26,54,27,25,260,109,331,217,125,21,123,52,37,46,119,65,45,1292,18960,47062,28260,20797,3709,17523,6815,6119,8492,18920,9765,8033,194454
166,MANCHESTER,25016,46870,31604,26077,4558,16082,6479,7636,7209,16039,7610,5909,201091,555,1105,770,531,101,383,159,153,154,340,175,114,4541,2,4,2,2,0,1,1,1,1,3,1,1,19,9,18,12,10,2,6,2,3,13,28,14,10,126,52,129,97,59,10,44,20,17,22,59,32,18,559,9028,18126,12553,9480,1632,6238,2584,2767,4086,9555,4759,3306,84116
168,MARBLEHEAD,10181,29271,14900,13882,1838,10239,3305,3798,3301,7244,3443,3461,104862,294,949,466,390,53,331,103,107,96,236,107,98,3231,1,3,1,1,0,1,0,0,1,2,1,1,12,4,11,6,5,1,4,1,1,6,15,7,7,67,22,88,49,32,4,31,11,9,11,32,16,12,319,3924,12462,6435,5322,709,4367,1435,1470,2078,5093,2441,2176,47912
170,MARLBOROUGH,143211,234025,161535,141386,24497,76274,35894,38260,47766,102939,51295,49847,1106929,3910,6590,4684,3149,684,2218,1058,872,1323,2710,1446,1144,29788,11,19,14,10,2,6,3,3,11,22,12,10,124,55,90,61,56,9,29,14,15,93,198,100,94,816,329,700,536,342,56,229,119,93,162,428,237,172,3404,55446,96446,69015,53035,9541,31702,15426,14451,29930,67329,35258,30289,507868
171,MARSHFIELD,33218,81726,43121,39707,6689,29759,11038,12039,7961,16924,8193,7678,298052,973,2551,1339,1080,195,929,339,327,233,511,249,203,8932,3,7,4,3,1,3,1,1,2,4,2,2,31,12,30,16,15,2,11,4,4,16,34,16,15,175,74,243,143,93,15,88,36,28,27,73,38,26,885,12799,34337,18491,15231,2573,12489,4721,4623,5015,11534,5729,4751,132295
174,MAYNARD,15400,27922,17192,16383,2904,9730,3992,4628,3840,7599,3792,3626,117008,492,892,561,427,92,311,130,120,121,237,122,94,3600,1,2,2,1,0,1,0,0,1,2,1,1,13,6,10,6,6,1,4,1,2,8,15,8,7,73,35,83,58,37,7,29,13,10,13,33,18,12,349,6063,11751,7493,6126,1147,4100,1744,1749,2467,5216,2715,2193,52762
175,MEDFIELD,31412,46238,36714,23743,6117,16729,8396,7697,6126,11802,6603,4625,206201,1147,1500,1335,706,217,541,302,227,206,368,226,136,6910,3,4,4,2,1,1,1,1,2,3,2,1,23,12,17,14,9,2,6,3,3,13,23,14,9,125,77,138,129,56,15,50,29,18,23,51,33,16,635,13354,19440,16793,9208,2565,7027,3821,2976,4109,8042,4864,2915,95112
176,MEDFORD,201118,356234,231844,226301,34272,126512,49858,62834,38462,91728,42378,45040,1506583,5945,11781,8098,5067,1005,4151,1690,1408,1147,2821,1412,1017,45540,16,31,22,16,3,11,5,5,9,22,11,8,159,76,136,88,88,13,48,19,25,76,182,86,84,921,457,1085,804,537,78,384,171,149,132,388,204,150,4539,78840,154339,105572,84619,13532,54812,22542,23548,24467,62322,30633,26865,682092
177,MEDWAY,31617,48980,35854,27658,5812,17353,8288,8482,7127,14437,7658,6678,219945,953,1449,1117,735,177,518,262,226,212,406,232,172,6461,3,4,3,2,0,1,1,1,2,3,2,1,24,12,18,13,10,2,6,3,3,14,28,15,13,138,73,144,120,64,13,51,28,20,25,61,36,23,657,12343,20145,15462,10506,2275,7151,3586,3216,4548,9579,5374,4073,98259
178,MELROSE,23337,51304,31537,24835,4049,19007,6878,7002,5665,10473,5617,5001,194706,797,1860,1193,699,137,689,259,197,193,384,214,139,6761,2,5,3,2,0,2,1,1,1,3,2,1,23,9,19,12,9,2,7,3,3,12,23,12,10,119,55,162,114,57,10,60,25,16,21,50,30,17,617,9449,22883,14776,9505,1649,8484,3273,2683,3796,7826,4393,3111,91828
184,MIDDLETON,34755,60392,38455,27116,6412,21896,8629,8632,8403,17426,9250,5613,246976,1032,1841,1195,717,192,669,268,227,253,513,286,150,7343,3,5,3,2,1,2,1,1,2,4,2,1,27,13,23,14,10,2,8,3,3,17,34,19,11,158,80,180,131,64,15,65,29,20,30,75,45,20,753,13584,25142,16625,10356,2525,9114,3735,3295,5424,11758,6568,3495,111620
185,MILFORD,105716,164449,124455,95042,18012,53466,25110,25702,29840,68335,33936,27028,771091,2860,4455,3625,2150,525,1543,780,610,764,1662,927,602,20500,8,14,11,7,1,5,2,2,6,14,8,5,84,42,66,49,38,7,21,10,10,58,132,66,52,551,251,510,427,237,43,166,87,64,101,289,157,95,2427,41488,68206,54102,36173,7199,22500,11135,9854,18486,44528,23251,16480,353401
187,MILLIS,27071,41068,30811,22066,5050,14366,6967,6917,5225,9781,5838,3781,178940,977,1333,1128,597,179,465,252,185,180,313,205,101,5914,2,4,3,2,0,1,1,1,1,3,2,1,20,10,15,12,8,2,5,3,3,11,20,12,7,107,66,123,110,50,12,43,25,16,19,43,29,13,549,11380,17341,14252,8339,2103,6063,3201,2604,3540,6736,4366,2309,82235
189,MILTON,139356,240193,172866,134124,41924,88525,57225,50052,26986,62682,29868,26445,1070245,4836,7979,9166,2878,1174,2951,2379,1037,832,1994,1347,548,37120,12,21,20,9,3,8,6,3,6,16,9,5,120,52,89,69,50,15,33,21,19,54,126,68,46,643,330,728,695,300,92,269,209,111,93,273,160,83,3343,57067,102835,94060,48595,15963,37987,27176,18011,17317,43286,24476,14978,501751
196,NAHANT,2340,7993,4044,3536,411,2950,894,990,760,1652,801,775,27145,65,225,112,96,11,83,25,27,21,47,23,21,757,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,0,1,0,0,1,3,2,1,16,5,22,13,8,1,8,3,2,2,7,4,3,78,889,3201,1655,1345,155,1181,367,377,465,1075,538,480,11727
198,NATICK,138842,240150,152494,135967,27115,89269,39213,40482,28037,58971,28852,28937,1008329,5916,8687,6536,3133,1111,3222,1640,928,1124,2076,1184,672,36229,14,23,16,10,3,8,4,3,8,16,9,6,120,54,91,60,51,10,34,15,15,62,123,65,53,634,358,757,590,307,69,281,150,92,110,269,158,95,3235,62645,106961,76910,50120,12004,39706,19533,14949,20232,42630,23477,17192,486358
199,NEEDHAM,124415,206866,147961,109039,19511,69164,29127,28985,35548,75292,36358,30326,912593,3756,6422,5102,2427,593,2179,1013,655,994,2128,1112,653,27033,10,18,14,8,2,6,3,2,8,17,9,5,102,46,77,56,41,7,26,11,11,68,146,72,54,616,283,614,515,247,44,206,102,66,118,310,171,96,2772,49009,86958,67021,39934,7719,29229,13239,10629,22046,49805,25588,17410,418588
207,NEWTON,277721,497570,331358,253152,58269,201196,89616,80915,57072,131659,60732,53962,2093221,12214,19858,15677,6934,2358,7847,4018,2142,2288,4987,2678,1481,82483,28,50,37,20,6,20,10,6,17,38,20,12,263,109,194,132,94,23,78,35,30,126,286,141,104,1353,726,1648,1316,600,147,659,348,190,222,622,336,189,7002,127343,234773,174197,97429,25801,93955,45872,30863,41034,99295,50723,33746,1055030
208,NORFOLK,23604,39506,29638,16265,4956,15018,7493,5181,6489,11141,7084,4068,170442,798,1275,1024,508,165,484,257,161,214,353,237,126,5602,2,3,3,1,0,1,1,0,2,3,2,1,20,9,14,11,6,2,5,3,2,13,22,14,8,110,55,118,102,39,12,45,26,12,24,49,35,15,531,9504,16528,13177,6438,1985,6279,3318,2048,4281,7634,5130,2625,78946
213,NORTH READING,28625,55553,34449,23432,5099,19720,7302,6332,6956,12946,6995,5074,212485,920,1797,1135,715,163,637,240,192,225,429,233,158,6845,2,5,3,2,0,2,1,1,2,3,2,1,24,10,21,13,9,2,7,3,2,14,27,14,10,132,66,168,117,56,12,59,25,15,25,58,35,19,654,11301,23592,15105,9246,2014,8368,3207,2497,4569,9209,5139,3315,97563
