TOWN_ID,TOWN,VMT_SOV_AM,VMT_SOV_MD,VMT_SOV_PM,VMT_SOV_NT,VMT_HOV_AM,VMT_HOV_MD,VMT_HOV_PM,VMT_HOV_NT,VMT_TRK_AM,VMT_TRK_MD,VMT_TRK_PM,VMT_TRK_NT,VMT_TOTAL,VHT_SOV_AM,VHT_SOV_MD,VHT_SOV_PM,VHT_SOV_NT,VHT_HOV_AM,VHT_HOV_MD,VHT_HOV_PM,VHT_HOV_NT,VHT_TRK_AM,VHT_TRK_MD,VHT_TRK_PM,VHT_TRK_NT,VHT_TOTAL,VOC_SOV_AM,VOC_SOV_MD,VOC_SOV_PM,VOC_SOV_NT,VOC_HOV_AM,VOC_HOV_MD,VOC_HOV_PM,VOC_HOV_NT,VOC_TRK_AM,VOC_TRK_MD,VOC_TRK_PM,VOC_TRK_NT,VOC_TOTAL,NOX_SOV_AM,NOX_SOV_MD,NOX_SOV_PM,NOX_SOV_NT,NOX_HOV_AM,NOX_HOV_MD,NOX_HOV_PM,NOX_HOV_NT,NOX_TRK_AM,NOX_TRK_MD,NOX_TRK_PM,NOX_TRK_NT,NOX_TOTAL,CO_SOV_AM,CO_SOV_MD,CO_SOV_PM,CO_SOV_NT,CO_HOV_AM,CO_HOV_MD,CO_HOV_PM,CO_HOV_NT,CO_TRK_AM,CO_TRK_MD,CO_TRK_PM,CO_TRK_NT,CO_TOTAL,CO2_SOV_AM,CO2_SOV_MD,CO2_SOV_PM,CO2_SOV_NT,CO2_HOV_AM,CO2_HOV_MD,CO2_HOV_PM,CO2_HOV_NT,CO2_TRK_AM,CO2_TRK_MD,CO2_TRK_PM,CO2_TRK_NT,CO2_TOTAL
177,MEDWAY,33798.06794,82131.72062,47708.14503,66051.59225,7453.413027,28236.58473,14369.69437,22469.66696,5744.199035,16411.69756,8728.669157,7828.938202,340932.3889,1006.589045,2828.457037,1681.995848,1866.662761,224.446453,980.851621,513.547336,637.341335,170.061284,536.160063,299.702816,208.093452,10953.90905,2.749971,7.558974,4.558041,5.235165,0.607091,2.605649,1.37875,1.778091,1.351726,4.27881,2.378553,1.693735,36.174555,12.602728,31.147855,18.152648,24.355173,2.759401,10.678531,5.455231,8.253353,11.41026,33.95823,18.300463,14.90152,191.975392,78.753734,259.4468,172.149674,157.260754,17.197779,88.91753,51.719718,53.19775,20.326138,74.846031,44.427258,27.508921,1045.752087,13163.84909,35920.37181,21751.33663,25480.23704,2902.234607,12369.64355,6570.752915,8657.598729,3668.724936,11633.99029,6486.605029,4836.086562,153441.4312
178,MELROSE,26758.89897,44187.26847,29472.55585,34982.39987,3785.279742,13787.07116,5257.977766,10496.48628,4069.742624,11399.26988,5607.956082,5705.503667,195510.4104,957.756917,1537.144508,1123.462975,1036.812935,130.245221,477.347925,188.577105,305.140493,144.528773,407.516324,201.429197,164.016472,6673.978845,2.386153,4.063738,2.837703,2.791423,0.330769,1.267365,0.502919,0.836537,1.106522,3.222651,1.601336,1.311168,22.258283,9.984951,16.455733,11.096376,12.66782,1.404962,5.135391,1.972126,3.803741,8.611779,24.348427,11.943385,10.991393,118.416083,64.405294,136.903126,104.407532,81.879118,8.974393,42.691533,18.564811,24.530347,15.331665,53.295768,28.698797,20.105374,599.787756,11048.87262,19186.2997,13481.05926,13509.01135,1540.136168,5985.509211,2390.816847,4052.566053,2787.174412,8401.368741,4256.050494,3584.201761,90223.06661
184,MIDDLETON,42878.15847,62126.51372,41890.01251,39055.37181,6549.150168,17042.1446,8937.031278,11196.50814,4944.016151,14104.66375,9287.609808,6250.730369,264261.9108,1317.98342,1827.275372,1279.353489,1090.811138,201.522192,510.135566,277.167652,317.881075,153.397764,406.308487,282.157821,169.310685,7833.304662,3.547555,5.359102,3.729733,3.188901,0.544205,1.479762,0.799802,0.921265,1.226961,3.381285,2.342568,1.403747,27.924886,15.762086,23.772041,15.722417,15.005972,2.421273,6.506586,3.359776,4.300307,10.142342,28.361087,18.827842,12.321441,156.503171,104.295424,204.216552,152.475179,104.015484,15.918416,55.677709,32.419487,29.654612,18.297745,64.819848,46.942772,23.963582,852.69681,16910.56898,25911.74917,18120.66936,15365.3889,2590.891593,7138.457147,3877.430899,4429.370236,3257.240891,9660.723597,6631.402415,3997.334141,117891.2273
185,MILFORD,114014.8344,232959.0453,145960.195,178810.4031,21830.9618,73657.21467,38926.76023,56731.19534,23100.39527,66045.02767,31765.81816,30808.37726,1014610.228,3100.814058,8754.346626,5444.552784,4904.260042,662.925046,3000.476563,1609.432622,1636.510507,647.092597,2311.523459,1006.898784,766.866298,33845.69939,9.52438,23.171188,14.779518,14.917933,1.886931,7.57404,4.126864,4.793614,5.228195,17.610437,8.115819,6.538251,118.26717,47.206336,96.348804,60.141021,72.168036,8.844128,30.164428,15.932,22.602188,48.000367,146.202174,67.657192,62.440063,677.706737,307.706906,846.559533,597.570664,489.991317,57.679785,266.579807,159.279211,153.245533,88.893716,333.984513,171.525212,122.07944,3595.095636,45855.87365,109441.3933,70745.94887,71735.93461,8963.277302,35481.66211,19560.44954,22939.28632,15270.9349,49816.62715,23739.06617,19984.81265,493535.2666
187,MILLIS,31705.04158,82915.59409,45863.09658,68426.74615,7373.813258,29351.20303,14534.29655,23888.3895,3629.737629,10247.50544,6281.664845,4444.291246,328661.3799,1161.8516,3472.103572,1941.150817,2225.092922,264.415676,1226.593407,617.506598,775.124617,136.600394,463.06648,297.658408,143.630959,12724.79545,2.874935,8.55041,4.86049,5.841862,0.660072,3.02158,1.53937,2.034703,1.027104,3.411806,2.206213,1.128676,37.157222,11.928176,32.272747,17.939182,25.131792,2.761939,11.415284,5.682604,8.767304,7.829575,23.925144,15.004742,9.032608,171.691097,77.129798,279.15384,174.203183,167.911029,17.777369,98.689548,55.21404,58.528338,14.012845,52.681987,36.251692,16.701217,1048.254886,13275.09303,39616.64509,22764.60304,27558.54938,3057.587017,14004.07741,7209.623583,9605.652402,2541.754906,8368.663009,5452.299135,2950.355534,156404.9035
189,MILTON,126703.29,151923.8743,108790.702,102993.7535,36820.70431,43877.77782,35399.04038,36954.6935,24826.18963,67205.32403,33818.33531,29530.37867,798844.0635,3829.640421,3876.128688,2922.919459,2172.402924,908.291245,1151.011921,823.940357,781.431083,679.749752,1604.345885,996.903128,606.488128,20353.25299,10.601463,12.348118,9.31145,7.6374,2.903226,3.622888,2.878638,2.776572,5.698162,14.207779,8.409774,5.426555,85.822023,47.601218,58.131308,41.921238,40.688625,14.613937,16.833954,13.870301,14.816926,49.756171,129.080194,67.85176,54.584977,549.750609,316.971995,503.981675,413.060283,282.406501,98.427697,143.294049,136.949202,101.464477,92.514807,309.598257,169.850783,108.772954,2677.292679,50409.44432,60852.44607,45783.28669,38299.37159,14159.21087,17826.9672,14367.45851,13929.67645,15894.06247,43564.5406,23897.33356,17491.31471,356475.1131
196,NAHANT,3985.395423,17912.84169,8111.907449,13707.23149,736.412271,5165.224916,1838.235337,3931.412499,606.130459,1724.503661,848.040482,861.618442,59428.95411,115.317007,699.386569,263.368425,391.615311,21.095034,200.996038,59.939176,112.517716,17.219409,66.44168,27.837562,24.740406,2000.474332,0.312462,1.812947,0.733819,1.075487,0.057489,0.521374,0.166611,0.308778,0.136203,0.527202,0.225555,0.196337,6.074264,1.456743,6.842629,2.983989,4.981257,0.268824,1.971826,0.676873,1.429448,1.156786,3.842007,1.710437,1.652668,28.973488,8.769888,58.571829,27.501743,31.714227,1.617041,16.86189,6.238528,9.101008,2.017463,8.298292,4.126115,3.015364,177.833387,1524.395954,8449.943843,3552.333969,5266.501831,280.851655,2431.463147,806.142679,1511.730477,373.492076,1334.932111,609.89769,539.896432,26681.58186
198,NATICK,137603.1269,233153.3258,140071.0165,183061.8157,27625.04831,80268.71201,40489.76786,62771.4523,23625.56536,67425.89041,36026.00974,33266.01439,1065387.745,4850.232437,8015.62942,5172.837685,4600.651906,954.56423,2748.73349,1492.396357,1580.914045,831.471169,2214.329162,1416.321994,792.61604,34670.69794,12.158083,21.654438,13.746507,14.281457,2.41825,7.437988,3.969207,4.901211,6.458406,17.940322,11.072729,6.776072,122.814669,50.483881,88.897129,53.580322,70.976234,10.149512,30.594287,15.501145,24.345261,50.02248,141.282702,80.001563,63.975923,679.810438,336.064205,777.825103,530.060881,480.004244,67.134862,267.701628,153.384709,164.842195,89.548953,320.84685,192.502781,124.423005,3504.339417,56980.2697,102889.0889,65548.97041,70243.81684,11360.02839,35365.59616,18931.51526,24102.83497,16215.31648,48514.58142,28655.89437,20594.94931,499402.8622
199,NEEDHAM,135788.087,191526.7441,149321.4909,138736.572,19827.09095,48046.48821,30217.52003,36873.59719,28554.82225,81018.59635,42229.04578,34623.09346,936763.1483,3661.152891,5197.170685,4867.33387,3341.868054,559.070491,1394.196716,1029.271916,930.719295,713.46736,2002.306595,1193.659976,756.361461,25646.57931,10.978745,16.184437,14.078554,10.611646,1.630877,4.1583,2.898504,2.850648,5.995631,17.337093,10.212636,6.592645,103.529715,53.328704,75.011993,58.513737,53.31722,7.745936,18.663106,11.817175,14.016828,55.431996,157.177009,85.350292,64.463529,654.837526,358.770628,645.417728,584.312148,360.482418,51.586222,159.657257,117.301789,94.3184,105.402882,370.845271,221.070765,126.139211,3195.304719,52965.76569,78993.88499,67902.83379,52443.72385,7820.462816,20132.48161,13920.69531,14009.45986,17705.03627,53042.21244,29954.99795,20709.81621,429601.3708
207,NEWTON,251119.587,290224.0103,236006.0722,203223.1723,51762.60086,111102.0318,64404.83491,76287.96471,48227.12346,136277.7127,60216.44516,61328.65842,1590180.214,8201.318234,8270.684654,7709.787376,5053.554629,1600.980637,3056.275538,1962.667388,1851.120955,1590.584588,4079.892737,2140.245159,1647.711196,47164.82309,21.767395,24.95785,22.124566,15.992838,4.387679,9.425203,5.881949,5.954402,12.435753,33.592114,17.143801,13.695566,187.359116,96.258772,113.012405,92.242726,79.410495,19.940498,43.387691,25.359608,29.976487,101.470629,278.098065,129.604086,121.230839,1129.9923,651.039524,987.420308,926.419857,557.10163,135.10434,380.324175,255.479551,211.041374,186.911741,639.904795,319.920584,236.273094,5486.940974,102543.8653,121108.3137,106487.1136,78152.13201,20822.85142,45926.90315,28492.22235,29208.9725,32657.2097,94761.88734,46068.96061,39167.50107,745397.9328
208,NORFOLK,30236.0813,78959.52366,45732.62781,55204.36439,7063.378833,27028.49303,13925.62347,18488.3675,3366.168707,9562.092178,5278.384741,4606.17751,299451.2831,1023.035523,2923.214632,1739.422144,1722.949259,235.71121,999.345857,531.497675,576.564238,114.091392,356.004911,201.362599,145.065,10568.26444,2.626432,7.536027,4.539092,4.583885,0.607893,2.57793,1.382975,1.533341,0.885912,2.763294,1.581714,1.13943,31.757925,11.207511,29.859993,17.373635,20.056414,2.608198,10.218315,5.292358,6.712821,6.977888,20.707783,11.577452,9.152754,151.745121,71.175645,251.025152,165.403275,132.915142,16.529169,85.890839,50.381194,44.487261,12.4241,45.289003,27.765237,16.996218,920.282237,12233.71076,35314.6384,21417.20257,21757.40343,2838.473564,12082.11837,6525.408761,7279.841436,2259.128595,7152.068765,4138.890519,2992.767178,135991.6523
213,NORTH READING,30902.09125,68802.329,41032.55353,50315.19417,6679.972897,21458.88574,11267.59482,15682.77798,4107.031742,11930.51953,6116.796468,5654.869543,273950.6167,974.791841,2280.20399,1430.206289,1509.210586,209.509821,709.828933,389.025711,469.456412,134.828992,415.126977,213.408618,177.377086,8912.975257,2.549773,6.151999,3.863081,4.070432,0.551829,1.916116,1.057678,1.268477,1.044374,3.275934,1.708355,1.388954,28.847002,11.275495,25.423023,15.345277,18.398181,2.445322,7.922447,4.209099,5.73506,8.345683,25.028479,12.860153,11.299231,148.287449,70.352671,208.404204,142.555636,118.506741,15.184029,64.956119,39.051918,36.921923,14.812608,54.534021,30.819594,20.74922,816.848682,12082.48188,29304.16853,18435.42335,19677.52598,2617.778405,9128.727194,5050.544643,6132.728735,2701.419719,8633.531166,4582.45137,3699.444365,122046.2253
219,NORWELL,82586.80597,182191.3507,106172.7261,133328.0215,17084.80339,54241.00351,27333.60607,40184.89702,15816.2426,44931.30536,18293.60168,19456.84716,741621.211,2399.833546,6553.993718,3641.772856,3282.808894,483.791061,2001.618319,927.638667,1021.809355,431.559187,1476.793676,639.209773,399.715764,23260.54482,6.740365,17.104788,9.89563,10.330832,1.37812,5.148864,2.540095,3.136055,3.594966,11.838493,4.959219,3.554561,80.221989,30.830108,69.482481,40.038453,52.006579,6.405294,20.69292,10.365812,15.533278,31.314829,94.150573,38.494155,36.63168,445.946162,204.239242,606.69006,392.472422,347.336828,42.276203,179.663599,101.347873,103.338477,57.94518,213.724702,95.538335,71.432744,2416.005664,32289.69896,81048.94302,47609.15429,50979.21011,6629.232518,24311.69075,12217.13782,15421.3626,10023.54396,32269.91715,13642.47349,11686.2136,338128.5783
220,NORWOOD,86685.25847,137929.5783,85454.28286,106095.799,14802.43681,42066.99809,21200.14023,31925.5931,18826.49187,60027.12192,23128.13769,29461.31488,657603.1532,2929.809487,4346.328165,2684.842838,2631.387651,488.419541,1355.802805,668.416433,820.352697,610.610564,2072.903,696.92629,732.711565,20038.51104,7.606754,12.326878,7.771727,8.269032,1.281574,3.790149,1.920962,2.501397,4.800782,16.357199,5.82251,6.097538,78.546502,32.98968,53.043913,32.580589,41.605657,5.612333,16.110277,8.063636,12.365041,39.235996,127.864413,47.058323,56.815053,473.34491,217.279631,452.819374,312.468436,273.296528,36.676721,137.262986,77.128866,80.854451,71.155441,286.412323,118.001395,107.101923,2170.458074,35656.56638,59035.18551,37526.93437,40708.63868,6027.935339,18097.85421,9280.121003,12283.20628,12631.52736,43987.21593,16564.71521,18289.61273,310089.513
229,PEABODY,154878.4256,236825.8881,162784.5406,165932.9441,24720.61273,66700.352,34441.94165,48128.10827,33598.48634,94715.77428,42013.9644,43943.69976,1108684.738,4430.19516,7252.278435,4824.487668,4126.00714,702.056956,2104.332489,1038.762948,1210.356707,944.559803,2782.24869,1244.845817,1027.725744,31687.85756,12.596108,20.724809,14.514533,12.704565,2.000818,5.898052,3.078058,3.690455,7.664208,22.936403,10.395485,8.72061,124.924105,59.488923,90.685841,62.825289,63.305604,9.47382,25.417045,13.245111,18.304423,66.824829,191.297585,85.211188,82.534846,768.614504,392.000088,776.814384,611.624995,422.425123,62.156305,216.932999,128.523257,121.783392,123.603995,433.706508,212.751332,157.581123,3659.903502,60726.15145,100370.0624,70876.04745,62965.63245,9660.661154,28473.47465,15017.68546,18274.64634,21430.29843,65139.64683,29942.0939,26588.92493,509465.3255
243,QUINCY,168035.0094,213833.5719,155719.9354,166884.5408,27119.02894,62318.50873,29443.21912,44481.18551,41579.27822,118110.1246,46667.77616,54849.05605,1129041.235,5990.621597,6889.321592,5289.237487,4032.793512,969.985005,2088.040936,988.096988,1159.151558,1388.462137,3541.186098,1631.382942,1342.844425,35311.12428,15.086402,19.138135,14.576477,12.800538,2.443798,5.673252,2.749358,3.498988,10.792895,29.095909,13.002447,11.321598,140.179798,63.633029,81.588431,59.464296,64.455232,10.334539,23.703322,11.217836,16.972763,87.049446,238.853298,99.14546,104.407284,860.824936,427.43581,712.679965,586.925107,440.412739,69.249056,205.704988,109.878112,114.907396,158.669861,547.828088,241.606239,202.7285,3818.025862,70430.22478,91868.68612,70272.37242,63258.56541,11399.13431,27096.64171,13254.53485,17117.65681,28070.41429,81536.28988,35191.29833,33683.43509,543179.254
244,RANDOLPH,100733.4746,163291.0996,97962.46716,121934.4848,16730.436,44279.45628,20865.65656,33021.64867,21537.71349,60437.91407,28294.12752,27337.8759,736426.3547,3674.037652,5227.670664,3263.258451,2946.262396,588.302996,1453.81748,695.017774,820.968249,707.942135,1811.428206,924.581569,617.29174,22730.57931,9.43503,14.797073,9.247308,9.386235,1.547472,4.054813,1.955034,2.560328,5.578141,14.896339,7.553453,5.331586,86.342813,39.937139,63.61305,37.878837,47.476177,6.625499,17.220024,8.078038,12.782007,45.759542,123.791016,59.193845,51.91038,514.265554,277.317367,559.866276,373.439095,321.30546,45.936243,151.032554,79.33353,86.252236,84.548332,287.55681,147.557905,100.670358,2514.816167,43860.43793,70974.32178,44612.33734,46344.73041,7222.040181,19386.27049,9449.802407,12599.05848,14756.39472,42238.99474,20962.50436,16635.31524,349042.2081
246,READING,86215.23067,129641.0596,89907.44394,99511.17738,14899.69897,35580.38468,20324.4128,28177.63765,18337.60301,52219.47129,20899.50607,23806.78856,619520.4146,2734.433812,3813.502294,2939.12086,2388.686368,464.162022,1062.445672,661.056851,688.080843,585.749554,1579.587815,627.581801,546.643999,18091.05189,7.234026,11.213328,8.298525,7.570672,1.24295,3.088415,1.881001,2.153889,4.593494,12.921865,5.250995,4.746955,70.196114,32.047313,49.692672,34.246048,38.111786,5.560228,13.588791,7.754081,10.751622,37.606754,106.188317,42.243804,45.122598,422.914014,211.389394,429.539885,336.216112,253.435722,36.496684,116.907538,75.623324,71.231602,68.269449,244.00007,106.556857,86.484676,2036.151315,34367.74662,54228.57747,40029.55263,37599.7396,5915.241032,14908.46327,9064.504395,10676.08912,12115.81264,36280.92301,14890.80953,14501.87542,284579.3347
248,REVERE,89942.09435,115314.6437,87436.27265,75725.33987,15445.39615,32106.17091,15923.73972,21905.60384,19187.78768,51028.93944,29601.87752,22560.89012,576178.756,3243.329911,3543.436659,3069.892692,2101.014035,544.931301,982.223965,550.088789,611.168175,655.589822,1591.819028,988.332427,630.38666,18512.21347,8.241479,10.235728,8.413164,6.203924,1.390028,2.84429,1.502687,1.794487,5.11633,13.005373,7.995661,5.161006,71.904159,34.386182,44.600541,33.131567,29.501541,5.86386,12.420248,6.044036,8.510453,40.84039,104.86513,62.392996,44.863165,427.420109,238.117282,398.008219,332.076273,211.256681,40.614055,110.721591,60.465565,60.895109,74.99154,239.167003,157.6862,87.746306,2011.745825,38441.84697,49406.85828,40473.33777,30045.68766,6508.144192,13739.27233,7257.765407,8690.389348,13189.31985,35916.82779,22109.42252,14561.34162,280340.2137
251,ROCKLAND,39673.70969,103893.6369,56698.31978,82056.19542,7956.952973,33829.43948,15165.57595,26622.73043,6849.993787,19814.17254,8320.555574,9243.543182,410124.8257,1417.625783,5084.274923,2566.879849,2623.304831,280.724567,1676.293427,688.057787,859.475288,237.490904,945.475235,371.488425,280.216503,17031.30752,3.583634,11.655716,6.211898,7.001324,0.713129,3.827365,1.67136,2.280632,1.842204,6.887835,2.772637,2.234784,50.682518,15.009902,41.178092,22.257919,30.69211,3.008292,13.4626,5.976126,9.935951,14.496485,47.573218,19.336724,18.650757,241.578177,97.873106,371.680168,222.808882,207.009482,19.613145,121.684856,59.903009,66.976347,26.250383,103.56963,46.533226,35.267786,1379.170021,16579.79637,53393.05935,28989.49716,33054.4226,3306.164226,17504.10731,7790.511993,10748.63561,4694.504765,16666.10114,6986.959891,6067.767359,205781.5278
252,ROCKPORT,5449.786939,22444.66867,8314.716591,16730.66418,1094.36513,8208.923308,2407.730707,6004.046031,1152.336692,3280.07453,1520.834654,1630.180045,78238.32747,154.038217,869.379296,261.613686,479.734429,30.719086,319.837332,77.306616,171.899977,32.193358,132.637416,48.886185,47.017427,2625.263024,0.421517,2.191029,0.742677,1.334879,0.085644,0.802552,0.215677,0.480942,0.25461,1.001613,0.397626,0.38018,8.308947,1.985275,8.595743,3.042115,6.077332,0.40492,3.14444,0.882779,2.193089,2.186974,7.246524,3.091516,3.142328,41.993033,11.854046,73.600394,27.868013,39.105549,2.373676,26.975791,8.07367,14.01822,3.79523,16.178052,7.377665,5.777556,236.997861,2066.041814,10266.54354,3585.91359,6474.716273,420.631275,3759.168826,1040.894232,2334.686839,705.536087,2523.10835,1092.574553,1028.15607,35297.97144
258,SALEM,56218.94758,152463.0517,75083.95814,117559.4459,9874.022158,49153.33131,17321.09053,36808.3801,10656.13309,32070.69613,15111.70946,15656.75438,587977.5205,1814.086864,8798.929544,3235.115756,3556.552826,317.752754,2855.785776,762.769875,1116.002762,339.01051,1603.711969,642.783215,460.915503,25503.41735,4.737917,18.751588,7.946664,9.7024,0.826539,6.075553,1.851728,3.039992,2.664169,11.3977,4.882391,3.696395,75.573034,20.679206,61.104391,28.716522,43.568315,3.608488,19.732976,6.63603,13.641907,21.780072,77.882096,34.446851,30.98882,362.785675,133.609022,573.123713,285.474177,295.571349,23.498817,185.190607,66.220356,92.478045,38.722846,168.868437,82.397965,57.768901,2002.924235,22460.86425,85248.6876,37534.91446,46616.9533,3919.437645,27606.10157,8733.780342,14606.94078,7017.582105,27348.42351,12407.9778,10090.95826,303592.6216
262,SAUGUS,91130.37273,136903.8395,93198.61658,108706.6666,16352.77655,42532.9152,21489.36207,33147.95065,18123.33342,56450.71454,23145.06291,24846.23802,666027.8487,2860.809326,4301.517447,3105.340872,2635.99332,498.52764,1326.159511,706.066391,800.500663,542.139017,1636.449381,765.324929,577.149477,19755.97797,7.706646,12.319377,8.698419,8.236397,1.36995,3.817211,1.997681,2.507645,4.381522,13.494565,6.267769,4.918215,75.715399,34.13383,53.270873,35.468668,41.328848,6.169835,16.5748,8.234559,12.61051,36.665015,113.086445,48.753844,46.374194,452.671421,227.291956,467.889043,347.171835,277.693305,41.198237,145.912366,81.097029,84.750677,67.254612,258.990102,122.473063,89.562321,2211.284547,36553.97569,59077.68185,41989.14042,40873.53307,6522.469622,18320.76728,9650.867757,12453.35562,11797.60217,38615.16568,17279.4178,14951.51064,308085.4876
264,SCITUATE,23099.48688,76681.44069,38211.21967,58983.81549,5307.377011,25801.00077,10900.5298,19557.19173,3294.956564,9424.449544,4524.595474,4258.861012,280044.9246,734.854628,2914.109878,1384.397816,1877.388545,166.807487,977.903423,401.733516,621.626597,104.528263,353.851591,164.295766,136.113896,9837.611407,1.926224,7.472364,3.718261,4.960914,0.439478,2.510845,1.060932,1.642354,0.815961,2.758012,1.299601,1.065822,29.670768,8.499092,29.347969,14.463477,21.702811,1.950382,9.869538,4.12568,7.194926,6.632433,20.413135,9.618025,8.598854,142.416321,52.860998,247.490524,136.18716,142.954159,12.08334,83.192216,38.866725,47.341009,11.703946,44.799322,23.143563,15.851686,856.474648,9122.801048,35011.97931,17666.56524,23583.99884,2087.545765,11768.67413,5040.83998,7813.149634,2141.620496,7078.683151,3438.109999,2811.913102,127565.8807
266,SHARON,155883.2283,250640.2226,155355.3941,191993.6218,26417.91746,71105.29746,38695.97071,52023.33651,32568.51278,89940.8963,41366.44859,44217.05102,1150207.898,4817.288643,7372.299393,4870.050841,4086.988181,810.256266,2152.086121,1210.97529,1168.196545,945.603649,2318.909622,1217.681985,816.307725,31786.64426,12.985927,21.987096,14.246094,14.919095,2.199728,6.305724,3.545563,4.071416,7.576153,19.936145,10.225219,7.705934,125.704093,59.046402,98.714379,60.046953,80.461273,10.02805,27.915368,15.001564,21.461046,65.679121,176.714665,83.780609,85.468172,784.3176,395.439702,874.553985,597.652222,543.696416,66.894799,246.472871,149.147121,144.561526,122.001455,423.552771,215.764843,171.18069,3950.918402,61899.57731,106121.7595,68849.76642,73616.54075,10481.82439,30333.53868,17131.79134,20012.13698,21016.5141,59877.20645,29476.38375,26947.7514,525764.7911
269,SHERBORN,39634.16324,114338.2296,61459.55799,79711.76481,9175.721416,39401.27576,19378.62117,27054.4796,2519.249924,7212.634789,6165.339125,2832.42872,408883.4661,1552.762344,5735.419516,3073.740132,2768.029508,351.331439,1964.377093,978.420193,937.003681,99.60222,371.719307,352.713599,100.453143,18285.57217,3.74542,13.296944,7.279271,7.050818,0.855175,4.563821,2.299314,2.38644,0.739104,2.636722,2.515246,0.767503,48.135776,15.080052,46.036645,24.836955,29.637758,3.475337,15.848044,7.835115,10.048499,5.568629,17.848075,16.230546,5.973291,198.418945,99.180873,417.94126,252.912615,200.928133,22.741054,143.693206,79.944793,68.062762,9.89568,38.804407,38.517253,11.091604,1383.713641,17127.24993,60552.96128,33586.49815,32970.82042,3923.275275,20792.85154,10605.45714,11166.20341,1808.449583,6276.427793,5956.541309,1957.307566,206724.0434
274,SOMERVILLE,92350.14912,99443.02029,76933.05853,72371.8926,18085.40438,28938.0688,17313.49614,22196.97944,24721.64071,69146.23109,30914.80991,33226.74762,585641.4986,3336.249222,3110.002312,2482.914086,1983.366273,561.796298,931.846125,551.09319,622.639668,867.324649,2191.740936,1066.291912,962.825012,18668.08968,8.549899,8.8967,7.146402,5.948585,1.580498,2.629247,1.598211,1.84298,6.726482,17.660834,8.495381,7.742298,78.817516,36.199112,39.00087,30.298494,28.985487,7.270652,11.394231,6.841464,8.886067,53.300006,143.870715,65.81353,68.105373,499.966001,245.619278,338.860246,298.186786,199.476594,48.207809,98.621287,67.421837,61.362156,98.027092,330.202814,164.875118,130.639969,2081.500984,39701.60974,42867.96682,34534.70371,28850.43864,7504.522836,12623.13071,7736.340041,8905.484666,17260.095,49220.90942,23346.73603,22033.47831,294585.4159
277,SOUTHBOROUGH,149817.1886,267577.7511,171211.5292,216257.0003,26347.58402,83455.88232,47503.06739,64079.89809,28560.16824,83082.71872,36479.28283,43067.32893,1217439.4,4568.729024,9993.573771,6888.031865,5018.238069,799.514032,3127.668341,1938.169268,1480.847419,786.655867,2772.725602,1498.694013,898.189282,39771.03655,12.557115,26.542379,17.759143,17.254485,2.2075,8.291091,4.968693,5.119767,6.401001,22.339889,11.444114,8.22224,143.107417,57.565669,106.470287,67.971032,89.421426,10.135774,33.216022,18.851925,26.599603,56.890153,179.046937,83.260342,84.400766,813.829936,390.6825,960.169612,696.865692,625.006563,68.438369,299.897338,193.147148,185.099122,106.386875,405.261315,204.023835,170.224523,4305.202893,60029.50791,125373.9804,84351.47591,84170.5783,10537.29453,39137.11127,23556.92616,24968.58,18183.427,61285.42985,29839.89373,26833.2401,588267.4451
284,STONEHAM,101362.6701,136718.8953,98411.82544,102598.5921,17286.48408,39039.14229,20917.57202,30228.03123,21235.32994,59782.74878,23717.8368,27232.83837,678531.9665,3128.756317,3649.543309,2879.392175,2060.155142,512.19372,1051.010319,584.64662,609.635647,632.230868,1504.220514,692.561094,537.135298,17841.48102,8.489728,11.464683,8.683278,7.563496,1.423774,3.2846,1.825504,2.233509,5.080166,13.152712,5.846147,4.888454,73.93605,38.34819,53.200401,37.769843,41.520145,6.570829,15.176853,8.092387,12.227443,42.799985,116.605189,47.681945,51.414819,471.408027,258.518993,468.030805,374.168327,278.068458,44.613749,133.394439,80.499765,81.779069,79.498022,277.27016,120.979121,99.711278,2296.532186,40377.06792,55976.56064,42308.71965,38198.37604,6808.70534,16020.50219,8924.510885,11273.8568,13759.01711,39474.05946,16776.26196,16342.21317,306239.8512
286,STOW,30318.68343,86194.63366,51534.30585,62020.52497,6963.666578,28946.08733,16289.02408,20521.65083,4289.62743,12338.78138,4934.110842,5553.91699,329905.0134,1078.191526,3815.738159,2418.119009,1855.102396,241.561346,1283.848763,764.355103,611.539985,153.065297,575.914156,251.008849,159.664005,13208.10859,2.719356,9.017844,5.872996,5.030636,0.615368,3.030815,1.848356,1.660418,1.177339,4.109612,1.857486,1.277507,38.217731,11.362362,33.51176,20.404938,22.608962,2.599783,11.255386,6.442674,7.47565,9.111287,28.807354,12.361948,10.798146,176.74025,73.334628,294.279055,206.075285,146.638217,16.648909,98.890085,64.965875,48.442736,16.207789,63.43471,29.636332,19.63893,1078.192552,12615.70367,41651.02837,27195.5642,24224.37563,2866.757966,13996.78474,8563.306104,8002.66746,2955.025679,10075.99063,4498.852836,3514.258675,160160.316
